EntryId,Username,EntryNumber,EntryTotal,Points,T1,T2,T3,T4,T5,T6
3679662543,tinch101,1,1,262.75,James Harden,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Brook Lopez,Clint Capela
3679419162,gregr1224,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679864135,bkreider,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679970335,Moose5454,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3680167720,NIUDave85,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679742010,IRONMEN2125,1,1,247.5,Joel Embiid,Domantas Sabonis,Bam Adebayo,Dejounte Murray,Jarrett Allen,Mike Conley
3679320564,glavilla,1,1,238.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Zach Collins,Jeremy Sochan
3679678616,ScremnEagle,1,1,232.25,Giannis Antetokounmpo,Trae Young,De'Aaron Fox,Kevin Porter Jr.,Jarrett Allen,Kyle Anderson
3679635569,Russian_Doll,1,1,229.0,Giannis Antetokounmpo,Anthony Edwards,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jeremy Sochan
3680176637,benlegare,1,1,224.75,Joel Embiid,Anthony Edwards,De'Aaron Fox,Tyler Herro,Jarrett Allen,Jeremy Sochan
3679844531,iceman1s1978,1,1,214.5,Giannis Antetokounmpo,Donovan Mitchell,De'Aaron Fox,Tyler Herro,Jalen Green,Jeremy Sochan
