EntryId,Username,EntryNumber,EntryTotal,Points,T1,T2,T3,T4,T5,T6
3679675703,GreKono,1,1,284.75,James Harden,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Brook Lopez,KJ Martin
3679917373,Tampabeast808,1,1,266.0,James Harden,Donovan Mitchell,Jrue Holiday,Tyler Herro,Jarrett Allen,Kyle Anderson
3679813070,Hab71,1,1,261.25,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Zach Collins,Jeremy Sochan
3679619030,beeege16,1,1,253.25,Giannis Antetokounmpo,Anthony Edwards,Bam Adebayo,Kevin Porter Jr.,Jalen Green,Kyle Anderson
3679419158,gregr1224,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679491817,NIUDave85,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679890432,bkreider,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679949497,Mr.Stackmaster82,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679976147,COtter22,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679750781,IRONMEN2125,1,1,247.5,Joel Embiid,Domantas Sabonis,Bam Adebayo,Dejounte Murray,Jarrett Allen,Mike Conley
3679377286,aramisj22,1,1,247.0,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679943977,jeremynewton02,1,1,239.5,Giannis Antetokounmpo,Trae Young,De'Aaron Fox,Evan Mobley,Brook Lopez,Jaden Ivey
3679486986,russellfonner,1,1,239.0,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Tyler Herro,Jalen Green,Clint Capela
3679691515,give_me_money1,1,1,238.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Zach Collins,Jeremy Sochan
3679743146,brianthadon,1,1,234.75,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Jarrett Allen,Mike Conley
3679488169,Pittsburgh6,1,1,230.0,Giannis Antetokounmpo,Donovan Mitchell,De'Aaron Fox,Tyler Herro,Jarrett Allen,Clint Capela
3679635564,Russian_Doll,1,1,229.0,Giannis Antetokounmpo,Anthony Edwards,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jeremy Sochan
3679861454,panchdigg,1,1,226.75,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,Mike Conley
3679762169,Motorcycle1300,1,1,226.0,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Jalen Green,Clint Capela
3679632315,wacho_21,1,1,225.0,Joel Embiid,Donovan Mitchell,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,Kyle Anderson
3679660608,19thHoleElko,1,1,225.0,Joel Embiid,Donovan Mitchell,De'Aaron Fox,Dejounte Murray,Brook Lopez,Jeremy Sochan
3680116419,snoopcharizard,1,1,225.0,Joel Embiid,Trae Young,Bam Adebayo,Dejounte Murray,Khris Middleton,Clint Capela
3679949253,peglegpete,1,1,219.5,Giannis Antetokounmpo,Domantas Sabonis,Jimmy Butler,Dejounte Murray,Khris Middleton,Jeremy Sochan
3679871428,jharris032978,1,1,218.5,Joel Embiid,Trae Young,Darius Garland,Dejounte Murray,Jarrett Allen,Clint Capela
3679886414,Boydmar,1,1,214.25,Giannis Antetokounmpo,Donovan Mitchell,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,Mike Conley
3679418127,makemerich888,1,1,214.0,Joel Embiid,Anthony Edwards,De'Aaron Fox,Dejounte Murray,Jarrett Allen,Jeremy Sochan
3679705563,lottabeans,1,1,214.0,Joel Embiid,Donovan Mitchell,De'Aaron Fox,Dejounte Murray,Jarrett Allen,KJ Martin
3680207564,Mooseyard,1,1,212.75,Giannis Antetokounmpo,Trae Young,De'Aaron Fox,Dejounte Murray,Jalen Green,Clint Capela
3680181498,benlegare,1,1,208.0,Joel Embiid,Donovan Mitchell,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jaden Ivey
3679653413,MaldwinFF1983,1,1,203.0,Giannis Antetokounmpo,Trae Young,De'Aaron Fox,Dejounte Murray,Jalen Green,Jeremy Sochan
3680040046,23greenmountain,1,1,200.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Jarrett Allen,Devin Vassell
