EntryId,Username,EntryNumber,EntryTotal,Points,T1,T2,T3,T4,T5,T6
3679659610,Romanggatica,1,1,283.75,Giannis Antetokounmpo,Domantas Sabonis,Bam Adebayo,Alperen Sengun,Brook Lopez,Clint Capela
3680257881,bt714,1,1,264.0,James Harden,Donovan Mitchell,Bam Adebayo,Evan Mobley,Khris Middleton,Clint Capela
3679806503,Hab71,1,1,261.25,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Zach Collins,Jeremy Sochan
3680250478,jeremymeadows77,1,1,259.0,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Clint Capela
3680234473,terryemerson7,1,1,258.5,Giannis Antetokounmpo,Donovan Mitchell,De'Aaron Fox,Evan Mobley,Zach Collins,Clint Capela
3680188032,jakeysnake,1,1,255.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Mike Conley
3679428894,sbish11,1,1,255.0,Giannis Antetokounmpo,Domantas Sabonis,Jimmy Butler,Evan Mobley,Jarrett Allen,Jeremy Sochan
3680158031,benlegare,1,1,254.5,James Harden,Anthony Edwards,Darius Garland,Tyler Herro,Zach Collins,Jeremy Sochan
3679456886,asmit1965,1,1,253.25,Joel Embiid,Anthony Edwards,De'Aaron Fox,Evan Mobley,Zach Collins,Jeremy Sochan
3680092973,Cyhalling,1,1,250.0,Joel Embiid,Donovan Mitchell,Bam Adebayo,Kevin Porter Jr.,Jarrett Allen,Kyle Anderson
3679952306,Moose5454,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679957914,COtter22,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679740885,bucnation4lyfe,1,1,248.0,Giannis Antetokounmpo,Donovan Mitchell,De'Aaron Fox,Evan Mobley,Jalen Green,Kyle Anderson
