EntryId,Username,EntryNumber,EntryTotal,Points,C,F,G,PF,PG,SF,SG,UTIL
3679812235,AMayberry23,1,1,333.25,Zach Collins,Giannis Antetokounmpo,Devonte' Graham,Marvin Bagley III,Tyrese Maxey,Tari Eason,Caris LeVert,Bam Adebayo
3680003206,smittay,1,1,312.0,Bam Adebayo,Isaiah Livers,Tyler Herro,Evan Mobley,James Harden,Jaden McDaniels,Tyrese Maxey,Caris LeVert
3679993893,SeaBassFish,1,1,306.0,Bam Adebayo,Jeremy Sochan,Tre Jones,Marvin Bagley III,Jalen Green,Tari Eason,Devonte' Graham,Joel Embiid
3679479513,Mr.Jay17,1,1,305.5,Zach Collins,Jeremy Sochan,Kevin Porter Jr.,Marvin Bagley III,Devonte' Graham,Tari Eason,Hamidou Diallo,Giannis Antetokounmpo
3679267001,macyfan,1,1,303.5,Zach Collins,Jeremy Sochan,Devonte' Graham,Tari Eason,Jalen Green,Jimmy Butler,Hamidou Diallo,James Harden
3679833572,cglenn91,1,1,290.75,Joel Embiid,Jeremy Sochan,Devonte' Graham,Marvin Bagley III,Jaden Ivey,Tari Eason,Hamidou Diallo,De'Aaron Fox
3679837914,tuck8989,1,1,290.75,Joel Embiid,Jeremy Sochan,Devonte' Graham,Marvin Bagley III,Jaden Ivey,Tari Eason,Hamidou Diallo,De'Aaron Fox
3680050742,jah_586,1,1,284.75,Giannis Antetokounmpo,Jeremy Sochan,Tre Jones,Marvin Bagley III,Dejounte Murray,Kyle Anderson,Caris LeVert,Devonte' Graham
3679779667,katzler,1,1,284.5,Joel Embiid,Jeremy Sochan,Jalen Green,Evan Mobley,Devonte' Graham,Kyle Anderson,Hamidou Diallo,Tre Jones
3679339251,mikebass77,1,1,280.75,Domantas Sabonis,Tari Eason,Darius Garland,Jeremy Sochan,Tyrese Maxey,Hamidou Diallo,Devonte' Graham,Jarrett Allen
3679462100,timothy.beechler,1,1,278.75,Jarrett Allen,Giannis Antetokounmpo,Devonte' Graham,Marvin Bagley III,Tre Jones,Tari Eason,Jalen Green,Jaden McDaniels
3679913333,TDKINGS,1,1,278.75,Charles Bassey,Naz Reid,De'Anthony Melton,Giannis Antetokounmpo,Tyrese Maxey,Tari Eason,Devonte' Graham,Joel Embiid
3679906378,Chunkyblue,1,1,277.25,James Wiseman,Marvin Bagley III,Anthony Edwards,Tari Eason,Dejounte Murray,Hamidou Diallo,Devonte' Graham,De'Aaron Fox
