EntryId,Username,EntryNumber,EntryTotal,Points,T1,T2,T3,T4,T5,T6
3679855030,jaceLrhodes,1,1,268.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Tyler Herro,Zach Collins,Kyle Anderson
3680081903,kochy11,1,1,255.0,Giannis Antetokounmpo,Domantas Sabonis,Jimmy Butler,Evan Mobley,Jarrett Allen,Jeremy Sochan
3680373155,Otherj23,1,1,255.0,Giannis Antetokounmpo,Domantas Sabonis,Jimmy Butler,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679854290,nickenyon6,1,1,251.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Zach Collins,Jeremy Sochan
3679374005,NIUDave85,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679419166,gregr1224,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679864139,bkreider,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679951441,tdavis24,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679952143,Moose5454,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679988624,COtter22,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3680359226,akim11,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679741231,IRONMEN2125,1,1,247.5,Joel Embiid,Domantas Sabonis,Bam Adebayo,Dejounte Murray,Jarrett Allen,Mike Conley
3679977375,meeeeek,1,1,243.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jalen Green,Jeremy Sochan
3679310831,glavilla,1,1,238.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Zach Collins,Jeremy Sochan
3679554526,griffalicious24,1,1,237.0,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jeremy Sochan
3680359341,moerayemo89,1,1,235.5,Giannis Antetokounmpo,Anthony Edwards,De'Aaron Fox,Dejounte Murray,Jarrett Allen,Kyle Anderson
3679483326,MaddenChamp1,1,1,234.75,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jeremy Sochan
3679369606,cluv84,1,1,229.75,James Harden,Donovan Mitchell,Darius Garland,Tyler Herro,Khris Middleton,KJ Martin
3679635573,Russian_Doll,1,1,229.0,Giannis Antetokounmpo,Anthony Edwards,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jeremy Sochan
3679532043,jb100k,1,1,221.25,Giannis Antetokounmpo,Donovan Mitchell,De'Aaron Fox,Tyler Herro,Jalen Green,KJ Martin
3680159429,Harpua99,1,1,208.75,Giannis Antetokounmpo,Donovan Mitchell,De'Aaron Fox,Dejounte Murray,Khris Middleton,Clint Capela
3680075848,jane8824,1,1,206.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Jalen Green,Jaden Ivey
3679326839,BOSTONEDDIE79,1,1,192.5,Giannis Antetokounmpo,Anthony Edwards,Jimmy Butler,Kevin Porter Jr.,Jalen Green,Devin Vassell
