EntryId,Username,EntryNumber,EntryTotal,Points,T1,T2,T3,T4,T5,T6
3679700736,Jeffa88,1,1,273.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Zach Collins,Clint Capela
3679864133,bkreider,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679970332,Moose5454,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3680341720,akim11,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3680464638,NIUDave85,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3680472424,misterpost,1,1,233.75,Giannis Antetokounmpo,Trae Young,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679635567,Russian_Doll,1,1,229.0,Giannis Antetokounmpo,Anthony Edwards,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jeremy Sochan
3680419360,kylegreen2,1,1,226.75,Joel Embiid,Anthony Edwards,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jeremy Sochan
3680470727,TeamBuzz,1,1,222.0,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Jarrett Allen,Jeremy Sochan
3680165770,benlegare,1,1,217.25,Joel Embiid,Trae Young,De'Aaron Fox,Tyler Herro,Jarrett Allen,Jeremy Sochan
