EntryId,Username,EntryNumber,EntryTotal,Points,T1,T2,T3,T4,T5,T6
3680225287,Nodouble,1,1,252.5,Giannis Antetokounmpo,Domantas Sabonis,Darius Garland,Evan Mobley,Jalen Green,KJ Martin
3679419164,gregr1224,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679864137,bkreider,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679970337,Moose5454,1,1,249.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679735155,IRONMEN2125,1,1,247.5,Joel Embiid,Domantas Sabonis,Bam Adebayo,Dejounte Murray,Jarrett Allen,Mike Conley
3679966449,TheClaw28,1,1,243.5,James Harden,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,Clint Capela
3679310877,glavilla,1,1,238.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Zach Collins,Jeremy Sochan
3679635571,Russian_Doll,1,1,229.0,Giannis Antetokounmpo,Anthony Edwards,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jeremy Sochan
3679584736,zzipperr,1,1,218.5,Giannis Antetokounmpo,Trae Young,De'Aaron Fox,Dejounte Murray,Jarrett Allen,Clint Capela
3680228035,WoahYikes,1,1,217.0,Joel Embiid,Donovan Mitchell,De'Aaron Fox,Dejounte Murray,Jarrett Allen,Clint Capela
3680198980,benlegare,1,1,203.75,Giannis Antetokounmpo,Donovan Mitchell,De'Aaron Fox,Dejounte Murray,Jalen Green,Jeremy Sochan
